,ed_arrivals,wait_time_minutes,door_to_doctor_min,ed_los_minutes,admitted_from_ed,left_ama,imaging_ordered,labs_ordered,day_of_week,week_of_year,month,quarter,year,is_weekend,dow_sin,dow_cos,arrivals_lag_1,arrivals_lag_2,arrivals_lag_3,arrivals_lag_7,arrivals_lag_14,arrivals_lag_28,rolling_mean_7,rolling_std_7,rolling_mean_28,rolling_std_28,admission_rate,throughput_pressure,severity_index,avg_wait_time,avg_los,crowding_index,boarding_proxy,Emergent,Less_Urgent,Non-Urgent,Resuscitation,Urgent,Abdominal_pain,Altered_mental_status,Back_pain,Chest_pain,Drug_overdose,Fever,Headache,Hypertensive_urgency,Hypoglycemia,Laceration,Leg_swelling,Nausea_and_vomiting,Palpitations,Seizure,Shortness_of_breath,Stroke_symptoms,Syncope_/_fall,Trauma,Urinary_symptoms,Weakness,MHN_Boston_General,MHN_Cambridge,MHN_Dorchester,MHN_Fenway,MHN_Jamaica_Plain,MHN_Quincy,MHN_Roxbury_Community,MHN_South_Shore,trend_7,trend_28
2020-04-16,3,74.0,75.0,318.3333333333333,0,0,2,1,3,16,4,2,2020,0,0.43388373911755823,-0.900968867902419,1.0,3.0,3.0,3.0,5.0,2.0,2.5714285714285716,0.7867957924694439,3.0357142857142856,1.5981967351464592,0.0,149.0,11,74.0,318.3333333333333,0.0,0.0,0,0,0,1,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,2,0.0,-1.0
2020-04-17,3,10.333333333333334,12.666666666666666,319.6666666666667,1,0,3,0,4,16,4,2,2020,0,-0.433883739117558,-0.9009688679024191,3.0,1.0,3.0,2.0,2.0,4.0,2.7142857142857144,0.7559289460184553,3.0,1.5869840952317436,0.3333333333333333,23.0,7,10.333333333333334,319.6666666666667,3.4444444444444446,106.55555555555556,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,0,0,1,0,0,0,1.0,1.0
2020-04-18,3,27.333333333333332,27.333333333333332,327.0,0,0,2,0,5,16,4,2,2020,1,-0.9749279121818236,-0.2225209339563146,3.0,3.0,1.0,3.0,3.0,2.0,2.7142857142857144,0.7559289460184553,3.0357142857142856,1.5748519708717792,0.0,54.666666666666664,12,27.333333333333332,327.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0.0,-1.0
2020-04-19,5,112.2,113.2,380.8,0,0,4,0,6,16,4,2,2020,1,-0.7818314824680299,0.6234898018587334,3.0,3.0,3.0,3.0,4.0,5.0,3.0,1.1547005383792521,3.0357142857142856,1.5748519708717792,0.0,225.4,15,112.2,380.8,0.0,0.0,2,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0,0,1,0,1,2.0,3.0
2020-04-21,3,114.66666666666667,114.66666666666667,518.0,0,0,2,2,1,17,4,2,2020,0,0.7818314824680298,0.6234898018587336,0.0,5.0,3.0,3.0,0.0,1.0,2.5714285714285716,1.6183471874253745,2.892857142857143,1.523623500550109,0.0,229.33333333333334,10,114.66666666666667,518.0,0.0,0.0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0.0,-2.0
2020-04-22,4,122.75,122.75,363.5,0,0,3,0,2,17,4,2,2020,0,0.9749279121818236,-0.22252093395631434,3.0,0.0,5.0,1.0,2.0,1.0,3.0,1.5275252316519472,3.0,1.4907119849998587,0.0,245.5,11,122.75,363.5,0.0,0.0,1,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,2,1,1.0,-2.0
2020-04-23,4,53.5,53.5,307.0,0,0,1,1,3,17,4,2,2020,0,0.43388373911755823,-0.900968867902419,4.0,3.0,0.0,3.0,3.0,6.0,3.142857142857143,1.5735915849388868,2.9285714285714284,1.3858697343671653,0.0,107.0,12,53.5,307.0,0.0,0.0,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,0,0,0,0,3.0,3.0
2020-04-24,4,133.0,133.0,394.75,2,0,3,1,4,17,4,2,2020,0,-0.433883739117558,-0.9009688679024191,4.0,4.0,3.0,3.0,2.0,1.0,3.2857142857142856,1.6035674514745468,3.0357142857142856,1.3466595945123105,0.5,266.0,13,133.0,394.75,66.5,197.375,2,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,1,2,0,1.0,3.0
2020-04-25,2,36.0,36.0,307.5,1,0,1,1,5,17,4,2,2020,1,-0.9749279121818236,-0.2225209339563146,4.0,4.0,4.0,3.0,3.0,6.0,3.142857142857143,1.6761634196950521,2.892857142857143,1.2274419565151558,0.5,72.0,5,36.0,307.5,18.0,153.75,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,-1.0,-4.0
2020-04-26,1,54.0,54.0,285.0,0,0,1,1,6,17,4,2,2020,1,-0.7818314824680299,0.6234898018587334,2.0,4.0,4.0,5.0,3.0,4.0,2.5714285714285716,1.6183471874253745,2.7857142857142856,1.2577800213115882,0.0,108.0,2,54.0,285.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,-2.0,0.0
2020-04-27,8,43.125,43.125,250.75,2,0,1,2,0,18,4,2,2020,0,0.0,1.0,1.0,2.0,4.0,0.0,3.0,4.0,3.7142857142857144,2.2146697055682836,2.9285714285714284,1.585316218685569,0.25,86.25,25,43.125,250.75,10.78125,62.6875,2,3,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,1,1,0,1,3.0,2.0
2020-04-28,6,129.16666666666666,129.16666666666666,359.5,1,1,3,1,1,18,4,2,2020,0,0.7818314824680298,0.6234898018587336,8.0,1.0,2.0,3.0,3.0,3.0,4.142857142857143,2.34012616672488,3.0357142857142856,1.6883510003933122,0.16666666666666666,258.3333333333333,18,129.16666666666666,359.5,21.527777777777775,59.916666666666664,1,1,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,3,1,0,0,3.0,2.0
2020-04-29,3,49.666666666666664,49.666666666666664,246.33333333333334,1,0,1,1,2,18,4,2,2020,0,0.9749279121818236,-0.22252093395631434,6.0,8.0,1.0,4.0,1.0,3.0,4.0,2.3804761428476175,3.0357142857142856,1.6883510003933122,0.3333333333333333,99.33333333333333,9,49.666666666666664,246.33333333333334,16.555555555555554,82.11111111111111,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,-1.0,-1.0
2020-04-30,5,42.2,42.2,345.0,1,0,4,2,3,18,4,2,2020,0,0.43388373911755823,-0.900968867902419,3.0,6.0,8.0,4.0,3.0,5.0,4.142857142857143,2.41029537806548,3.0357142857142856,1.6883510003933122,0.2,84.4,18,42.2,345.0,8.440000000000001,69.0,2,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1.0,2.0
2020-05-01,2,97.0,97.0,408.0,1,1,1,0,4,18,5,2,2020,0,-0.433883739117558,-0.9009688679024191,5.0,3.0,6.0,4.0,3.0,2.0,3.857142857142857,2.5448360411214077,3.0357142857142856,1.6883510003933122,0.5,194.0,5,97.0,408.0,48.5,204.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,-2.0,-1.0
2020-05-02,2,152.5,152.5,269.0,1,0,0,1,5,18,5,2,2020,1,-0.9749279121818236,-0.2225209339563146,2.0,5.0,3.0,2.0,3.0,3.0,3.857142857142857,2.5448360411214077,3.0,1.699673171197594,0.5,305.0,5,152.5,269.0,76.25,134.5,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,-3.0
2020-05-03,2,32.0,32.0,332.0,1,0,0,2,6,18,5,2,2020,1,-0.7818314824680299,0.6234898018587334,2.0,2.0,5.0,1.0,5.0,4.0,4.0,2.3804761428476175,2.9285714285714284,1.6981159806084745,0.5,64.0,7,32.0,332.0,16.0,166.0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0
2020-05-04,3,17.333333333333332,19.0,329.6666666666667,1,0,1,1,0,19,5,2,2020,0,0.0,1.0,2.0,2.0,2.0,8.0,0.0,2.0,3.2857142857142856,1.6035674514745473,2.9642857142857144,1.6883510003933122,0.3333333333333333,36.33333333333333,7,17.333333333333332,329.6666666666667,5.777777777777777,109.88888888888889,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,0,0,0,0,-5.0,0.0
2020-05-05,1,150.0,150.0,459.0,0,0,0,0,1,19,5,2,2020,0,0.7818314824680298,0.6234898018587336,3.0,2.0,2.0,6.0,3.0,0.0,2.5714285714285716,1.2724180205607047,3.0,1.632993161855451,0.0,300.0,2,150.0,459.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,-5.0,-3.0
2020-05-06,4,115.75,115.75,495.75,0,0,2,0,2,19,5,2,2020,0,0.9749279121818236,-0.22252093395631434,1.0,3.0,2.0,3.0,4.0,2.0,2.7142857142857144,1.3801311186847094,3.0714285714285716,1.6313723245708376,0.0,231.5,12,115.75,495.75,0.0,0.0,0,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1.0,2.0
2020-05-07,7,76.57142857142857,76.57142857142857,344.85714285714283,3,0,6,3,3,19,5,2,2020,0,0.43388373911755823,-0.900968867902419,4.0,1.0,3.0,5.0,4.0,3.0,3.0,2.0000000000000004,3.2142857142857144,1.7921049666914628,0.42857142857142855,153.14285714285714,20,76.57142857142857,344.85714285714283,32.816326530612244,147.79591836734693,2,1,1,0,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,3,1,1,0,0,0,2.0,5.0
2020-05-08,3,85.66666666666667,85.66666666666667,338.6666666666667,1,0,1,0,4,19,5,2,2020,0,-0.433883739117558,-0.9009688679024191,7.0,4.0,1.0,2.0,4.0,2.0,3.142857142857143,1.951800145897067,3.25,1.776909510191052,0.3333333333333333,171.33333333333334,6,85.66666666666667,338.6666666666667,28.555555555555557,112.88888888888889,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,1.0,0.0
2020-05-10,3,14.0,16.666666666666668,247.0,1,0,2,1,6,19,5,2,2020,1,-0.7818314824680299,0.6234898018587334,0.0,3.0,7.0,2.0,1.0,3.0,3.0,2.2360679774997902,3.142857142857143,1.8799977485070378,0.3333333333333333,30.666666666666668,12,14.0,247.0,4.666666666666666,82.33333333333333,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,1.0,1.0
2020-05-11,4,64.0,65.0,292.25,1,0,0,1,0,20,5,2,2020,0,0.0,1.0,3.0,0.0,3.0,3.0,8.0,3.0,3.142857142857143,2.267786838055364,3.1785714285714284,1.8866700319673833,0.25,129.0,12,64.0,292.25,16.0,73.0625,1,1,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,2,1,2.0,1.0
2020-05-12,5,57.0,57.6,231.6,3,0,3,0,1,20,5,2,2020,0,0.7818314824680298,0.6234898018587336,4.0,3.0,0.0,1.0,6.0,3.0,3.7142857142857144,2.138089935299396,3.25,1.9172704363041544,0.6,114.6,15,57.0,231.6,34.199999999999996,138.95999999999998,2,0,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2,0,0,2,2.0,2.0
2020-05-13,3,40.333333333333336,40.333333333333336,297.0,0,0,2,0,2,20,5,2,2020,0,0.9749279121818236,-0.22252093395631434,5.0,4.0,3.0,4.0,3.0,1.0,3.5714285714285716,2.1491969707422403,3.3214285714285716,1.8669359216239139,0.0,80.66666666666667,11,40.333333333333336,297.0,0.0,0.0,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,2.0,0.0
2020-05-14,3,85.33333333333333,85.33333333333333,247.66666666666666,2,0,1,2,3,20,5,2,2020,0,0.43388373911755823,-0.900968867902419,3.0,5.0,4.0,7.0,5.0,3.0,3.0,1.5275252316519472,3.3214285714285716,1.8669359216239139,0.6666666666666666,170.66666666666666,9,85.33333333333333,247.66666666666666,56.888888888888886,165.1111111111111,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2,0,0,0,0,1,-1.0,0.0
2020-05-15,1,22.0,22.0,263.0,0,0,0,0,4,20,5,2,2020,0,-0.433883739117558,-0.9009688679024191,3.0,3.0,5.0,3.0,2.0,3.0,2.7142857142857144,1.704336206492694,3.25,1.9172704363041544,0.0,44.0,2,22.0,263.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,-6.0,0.0
2020-05-16,3,66.33333333333333,66.33333333333333,284.0,0,0,2,2,5,20,5,2,2020,1,-0.9749279121818236,-0.2225209339563146,1.0,3.0,3.0,0.0,2.0,3.0,3.142857142857143,1.2149857925879128,3.25,1.9172704363041544,0.0,132.66666666666666,9,66.33333333333333,284.0,0.0,0.0,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,2,0,0,0.0,0.0
2020-05-17,4,51.75,51.75,316.25,1,0,1,2,6,20,5,2,2020,1,-0.7818314824680299,0.6234898018587334,3.0,1.0,3.0,3.0,2.0,5.0,3.2857142857142856,1.2535663410560185,3.2142857142857144,1.8926200310708379,0.25,103.5,11,51.75,316.25,12.9375,79.0625,1,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,1,0,1.0,1.0
2020-05-19,3,66.0,67.33333333333333,272.3333333333333,2,0,1,1,1,21,5,2,2020,0,0.7818314824680298,0.6234898018587336,0.0,4.0,3.0,5.0,1.0,3.0,2.4285714285714284,1.3972762620115442,3.2142857142857144,1.8926200310708379,0.6666666666666666,133.33333333333331,12,66.0,272.3333333333333,44.0,181.55555555555554,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,-1.0,0.0
2020-05-20,8,84.375,84.375,287.75,3,1,3,2,2,21,5,2,2020,0,0.9749279121818236,-0.22252093395631434,3.0,0.0,4.0,3.0,4.0,4.0,3.142857142857143,2.5448360411214077,3.357142857142857,2.094336025150545,0.375,168.75,22,84.375,287.75,31.640625,107.90625,2,2,1,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0,3,0,2,0,3.0,3.0
2020-05-21,5,53.8,53.8,309.6,1,0,3,1,3,21,5,2,2020,0,0.43388373911755823,-0.900968867902419,8.0,3.0,0.0,3.0,7.0,4.0,3.4285714285714284,2.6367367999823106,3.392857142857143,2.114137346431569,0.2,107.6,13,53.8,309.6,10.76,61.92000000000001,0,2,1,1,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,1,1,2.0,2.0
2020-05-22,6,36.833333333333336,36.833333333333336,255.33333333333334,1,0,4,4,4,21,5,2,2020,0,-0.433883739117558,-0.9009688679024191,5.0,8.0,3.0,1.0,3.0,4.0,4.142857142857143,2.544836041121408,3.4642857142857144,2.1684973950597564,0.16666666666666666,73.66666666666667,17,36.833333333333336,255.33333333333334,6.138888888888889,42.55555555555556,2,1,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,2,2,3.0,2.0
2020-05-23,3,59.0,59.0,253.33333333333334,0,0,3,1,5,21,5,2,2020,1,-0.9749279121818236,-0.2225209339563146,6.0,5.0,8.0,3.0,0.0,2.0,4.142857142857143,2.544836041121408,3.5,2.151657414559675,0.0,118.0,8,59.0,253.33333333333334,0.0,0.0,1,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,2.0,-1.0
2020-05-24,4,55.25,55.25,442.25,1,0,0,1,6,21,5,2,2020,1,-0.7818314824680299,0.6234898018587334,3.0,6.0,5.0,4.0,3.0,1.0,4.142857142857143,2.544836041121408,3.607142857142857,2.096545407450705,0.25,110.5,9,55.25,442.25,13.8125,110.5625,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0,1,0,0,1.0,0.0
2020-05-25,4,58.75,60.0,365.25,0,0,2,2,0,22,5,2,2020,0,0.0,1.0,4.0,3.0,6.0,0.0,4.0,8.0,4.714285714285714,1.799470821684876,3.4642857142857144,1.9145087921824522,0.0,118.75,13,58.75,365.25,0.0,0.0,2,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,1,0.0,2.0
2020-05-26,4,17.5,18.75,279.5,1,0,0,1,1,22,5,2,2020,0,0.7818314824680298,0.6234898018587336,4.0,4.0,3.0,3.0,5.0,6.0,4.857142857142857,1.676163419695053,3.392857142857143,1.8527114407105276,0.25,36.25,13,17.5,279.5,4.375,69.875,1,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,1,0,0,1.0,3.0
2020-05-27,3,23.666666666666668,23.666666666666668,211.0,1,0,0,1,2,22,5,2,2020,0,0.9749279121818236,-0.22252093395631434,4.0,4.0,4.0,8.0,3.0,3.0,4.142857142857143,1.0690449676496996,3.392857142857143,1.8527114407105276,0.3333333333333333,47.333333333333336,10,23.666666666666668,211.0,7.888888888888889,70.33333333333333,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,-5.0,-5.0
2020-05-28,5,44.2,44.8,209.4,0,0,2,2,3,22,5,2,2020,0,0.43388373911755823,-0.900968867902419,3.0,4.0,4.0,5.0,3.0,5.0,4.142857142857143,1.0690449676496996,3.392857142857143,1.8527114407105276,0.0,89.0,17,44.2,209.4,0.0,0.0,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,3,0,1,0.0,-1.0
2020-05-29,3,126.0,126.0,352.0,3,0,1,0,4,22,5,2,2020,0,-0.433883739117558,-0.9009688679024191,5.0,3.0,4.0,6.0,1.0,2.0,3.7142857142857144,0.755928946018457,3.4285714285714284,1.8344152651674488,1.0,252.0,8,126.0,352.0,126.0,352.0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,1,-3.0,0.0
2020-05-30,3,184.0,184.0,350.0,0,0,1,0,5,22,5,2,2020,1,-0.9749279121818236,-0.2225209339563146,3.0,5.0,3.0,3.0,3.0,2.0,3.7142857142857144,0.755928946018457,3.4642857142857144,1.8152061990235548,0.0,368.0,6,184.0,350.0,0.0,0.0,0,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,0,0,0,0,0.0,-2.0
2020-05-31,2,14.5,14.5,171.0,0,0,2,0,6,22,5,2,2020,1,-0.7818314824680299,0.6234898018587334,3.0,3.0,5.0,4.0,4.0,2.0,3.4285714285714284,0.9759000729485348,3.4642857142857144,1.8152061990235548,0.0,29.0,5,14.5,171.0,0.0,0.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,-2.0,0.0
2020-06-01,2,35.0,35.0,304.0,0,0,1,0,0,23,6,2,2020,0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,3.0,3.142857142857143,1.0690449676496987,3.4285714285714284,1.8344152651674488,0.0,70.0,6,35.0,304.0,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,-2.0,0.0
2020-06-02,2,94.0,94.0,326.5,1,0,1,1,1,23,6,2,2020,0,0.7818314824680298,0.6234898018587336,2.0,2.0,3.0,4.0,3.0,1.0,2.857142857142857,1.0690449676496985,3.4642857142857144,1.7946864547601253,0.5,188.0,8,94.0,326.5,47.0,163.25,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,-2.0,0.0
2020-06-04,5,52.0,52.6,421.0,2,0,2,1,3,23,6,2,2020,0,0.43388373911755823,-0.900968867902419,0.0,2.0,2.0,5.0,5.0,7.0,2.4285714285714284,1.5118578920369092,3.25,1.7976321874848253,0.4,104.6,13,52.0,421.0,20.8,168.4,0,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0,0,1,1,2.0,2.0
2020-06-05,4,78.5,78.5,344.75,2,0,2,2,4,23,6,2,2020,0,-0.433883739117558,-0.9009688679024191,5.0,0.0,2.0,3.0,6.0,3.0,2.5714285714285716,1.6183471874253745,3.2857142857142856,1.8024087351866793,0.5,157.0,12,78.5,344.75,39.25,172.375,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,2,1,0,0,0,-1.0,3.0
2020-06-06,3,84.66666666666667,84.66666666666667,344.3333333333333,1,0,1,2,5,23,6,2,2020,1,-0.9749279121818236,-0.2225209339563146,4.0,5.0,0.0,3.0,3.0,0.0,2.5714285714285716,1.6183471874253745,3.392857142857143,1.6852142563920727,0.3333333333333333,169.33333333333334,10,84.66666666666667,344.3333333333333,28.22222222222222,114.77777777777777,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0.0,-1.0
2020-06-07,4,69.5,69.5,323.5,1,0,2,2,6,23,6,2,2020,1,-0.7818314824680299,0.6234898018587334,3.0,4.0,5.0,2.0,4.0,3.0,2.857142857142857,1.6761634196950521,3.4285714285714284,1.6871754047996443,0.25,139.0,10,69.5,323.5,17.375,80.875,0,2,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0,1,1.0,-3.0
2020-06-08,4,56.75,58.0,262.75,0,1,3,1,0,24,6,2,2020,0,0.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,3.142857142857143,1.6761634196950523,3.4285714285714284,1.6871754047996443,0.0,114.75,14,56.75,262.75,0.0,0.0,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,2,1,2.0,1.0
